A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
436,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
438,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
439,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
440,0,0,0,0,0,2,0,1,2,0,2,0,2,0,0
441,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
442,0,0,0,0,0,2,1,1,2,1,0,0,0,0,1
443,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
444,0,0,1,2,0,0,2,2,0,1,2,2,0,0,2
445,0,0,1,0,1,0,0,1,0,2,0,2,0,0,1
446,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0
447,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0
448,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
449,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
450,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
452,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1
453,0,0,0,0,2,0,0,0,0,0,1,0,2,2,2
454,0,0,1,0,2,1,0,0,0,0,0,2,0,2,1
455,0,0,0,0,1,1,0,0,2,0,2,1,0,0,0
456,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
457,2,0,0,0,1,1,1,0,1,0,0,1,0,2,0
458,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
459,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
460,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
461,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
462,0,0,0,0,0,2,1,0,0,1,0,0,0,2,1
463,0,1,0,2,1,2,0,2,0,2,0,2,1,0,1
464,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2,0,1,0,1,1,0,0,1,0,0,0,1,2,0
467,0,1,1,0,2,1,0,0,0,0,0,0,1,2,0
468,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
469,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
470,0,2,0,2,0,1,0,1,0,0,0,2,0,2,0
471,0,0,0,2,1,1,0,1,2,0,0,2,0,0,2
472,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
473,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
475,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
476,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2
477,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
478,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0
479,0,0,1,0,0,0,1,0,0,2,0,1,1,2,1
480,0,2,1,0,0,1,0,0,0,0,0,2,2,0,0
481,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
482,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0
483,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
484,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2
485,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
486,0,0,1,1,2,2,0,0,1,0,2,0,0,0,1
487,0,0,0,0,2,0,2,0,0,0,0,2,1,0,2
488,0,1,0,2,0,1,0,0,0,1,1,0,1,2,0
489,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0
490,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1
491,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
492,0,0,0,2,2,0,0,1,0,0,0,0,0,2,1
493,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
494,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0
495,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1
496,2,1,0,2,1,1,0,0,0,0,0,0,0,2,0
497,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
498,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1
499,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1
500,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0
501,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0
502,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
503,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0
504,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1
505,0,0,0,0,0,2,1,0,0,2,0,2,1,0,0
506,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
507,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
508,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1
509,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0
510,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
511,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1
512,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0
515,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
516,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
517,2,0,1,2,0,0,0,2,0,1,0,2,0,0,1
518,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0
519,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
520,0,0,0,0,1,0,0,1,0,1,2,0,0,2,1
521,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
522,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1
523,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
524,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1
525,0,0,0,0,1,0,0,0,1,0,1,0,2,2,2
526,0,0,2,0,2,0,1,2,1,0,0,2,0,0,1
527,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1
528,0,0,1,2,2,2,0,0,0,0,1,2,2,0,0
529,0,0,0,1,1,0,0,0,2,0,0,2,1,0,1
530,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
531,0,0,0,2,0,0,1,2,0,0,0,2,0,0,0
532,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0
533,2,1,0,0,2,2,1,1,1,1,0,2,0,0,0
534,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0
535,0,0,1,2,0,0,0,0,2,0,2,2,0,0,0
536,1,0,0,2,0,1,0,0,0,0,0,2,1,2,1
537,0,0,0,0,0,0,2,1,0,0,0,0,2,0,2
538,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0
539,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2
540,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1
541,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0
542,0,0,0,2,2,0,0,0,0,0,0,2,0,1,0
543,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
544,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
545,0,2,1,2,0,0,1,2,0,2,0,2,1,0,0
546,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0
549,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0
550,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1
551,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
552,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
553,0,0,0,1,1,0,0,2,2,0,0,0,2,2,0
554,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1
555,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0
556,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
557,0,0,0,0,1,1,1,1,0,2,0,1,1,2,0
558,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0
559,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
560,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
561,0,0,1,0,1,1,0,0,0,1,0,2,0,0,1
562,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1
563,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0
564,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2
565,0,0,0,2,0,0,2,0,0,0,2,2,0,0,1
566,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
567,0,0,1,2,2,1,0,0,0,0,0,2,0,2,0
568,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0
569,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1
570,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1
571,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
572,1,0,2,2,0,0,1,2,0,0,0,0,1,1,0
573,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0
574,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0
575,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
576,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0
577,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
578,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
579,2,0,0,2,1,0,1,0,1,2,0,2,0,0,0
580,0,0,0,0,1,0,0,1,0,2,0,1,1,2,0
581,0,0,0,2,0,0,1,0,0,0,2,2,0,2,0
582,2,2,2,0,0,2,0,0,1,0,0,1,0,2,2
583,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0
584,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0
585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
586,0,1,0,2,0,2,0,2,0,0,0,2,0,0,0
587,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
588,2,1,0,0,0,0,2,1,1,0,0,0,1,0,2
589,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0
590,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
591,0,0,0,2,0,0,0,1,1,0,0,2,0,2,1
592,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2
593,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
594,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
595,0,0,0,0,1,1,0,2,2,0,0,1,0,2,1
596,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
597,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2
598,0,1,0,0,0,1,0,0,0,2,0,0,2,2,2
599,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
600,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0
601,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0
602,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0
603,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0
604,0,0,0,2,1,0,0,0,0,2,0,2,2,0,2
605,0,0,0,0,0,1,0,0,2,1,0,2,0,0,2
606,0,1,0,0,2,1,0,0,1,2,1,0,1,2,0
607,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
608,0,0,0,0,0,2,0,1,0,2,0,0,1,0,0
609,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0
610,0,0,0,0,0,0,1,2,0,0,1,1,0,2,0
611,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1
612,0,0,0,2,0,0,0,2,2,0,2,2,2,0,0
613,0,0,2,0,0,0,0,2,0,0,0,0,0,2,1
614,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0
615,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
616,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0
617,0,0,0,0,2,1,0,0,0,0,0,2,0,1,1
618,0,1,1,2,1,0,0,0,0,0,0,2,1,0,2
619,0,2,0,2,1,1,2,0,1,0,0,2,0,2,1
620,0,0,1,0,1,1,0,0,0,2,0,2,0,0,1
621,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
622,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
623,0,1,0,0,0,1,0,0,2,0,0,0,1,2,1
624,0,1,0,0,0,0,0,0,1,2,0,2,1,1,0
625,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0
626,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1
627,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0
628,0,0,1,0,0,0,2,0,0,1,0,2,2,0,2
629,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
630,0,0,0,2,0,1,0,1,0,0,0,2,1,2,0
631,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0
632,0,2,1,0,0,0,1,0,1,2,0,0,1,2,0
633,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0
634,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
635,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2
636,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0
637,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
638,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
639,0,0,0,2,0,0,0,1,0,2,0,2,1,0,0
640,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
641,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
642,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1
643,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
644,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
645,0,0,2,0,0,1,0,1,0,0,0,1,0,2,1
646,0,2,1,0,0,1,2,0,0,0,0,2,0,0,0
647,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0
648,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0
649,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
650,0,0,0,1,2,1,0,0,0,0,0,1,0,2,1
651,0,0,0,2,0,0,0,2,2,2,1,2,2,0,2
652,0,2,0,0,0,1,2,1,0,0,0,0,2,0,0
653,0,0,0,0,0,2,1,0,0,0,0,2,2,0,2
654,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
655,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
656,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2
657,0,0,0,0,2,0,0,0,0,0,2,2,0,0,1
658,0,0,0,2,1,2,0,1,0,1,0,2,0,0,0
659,0,0,0,2,0,1,0,0,0,0,2,0,1,2,1
660,0,0,0,2,0,1,0,2,0,0,0,2,0,2,0
661,0,0,0,2,0,2,0,0,2,0,0,2,0,2,0
662,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
663,0,1,0,0,0,1,0,2,0,0,0,0,0,2,2
664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
665,2,0,0,0,0,0,1,0,0,1,2,0,1,2,1
666,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1
667,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
668,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1
669,1,0,1,2,1,2,2,0,1,0,0,2,1,0,0
670,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0
671,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
672,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0
673,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0
674,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
675,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
676,0,0,2,0,0,1,0,2,0,0,0,2,1,0,2
677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
678,0,0,2,0,0,0,1,0,1,2,0,0,1,2,1
679,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0
680,0,0,0,0,0,1,0,1,0,0,1,2,1,0,2
681,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0
682,2,0,0,0,0,0,2,1,0,0,0,2,1,0,0
683,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0
684,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2
685,0,1,0,2,0,1,0,0,0,0,2,0,1,2,0
686,0,0,0,0,0,0,2,0,0,2,0,1,2,2,0
687,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0
688,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0
689,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
690,0,0,2,0,0,0,1,2,0,1,0,1,0,2,0
691,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0
692,0,0,0,0,1,2,1,0,0,1,0,2,0,0,1
693,0,0,1,2,1,2,0,0,0,0,0,2,1,0,2
694,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
695,0,1,2,2,0,2,0,0,0,0,2,2,0,0,1
696,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0
697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
698,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0
699,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1
700,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
701,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0
702,0,0,1,0,2,1,2,0,0,0,1,2,0,0,0
703,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2
704,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0
705,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0
706,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2
707,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
708,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1
709,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1
710,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
711,0,0,0,2,0,0,0,1,0,2,0,0,1,2,0
712,0,0,0,2,0,1,0,0,0,0,0,2,2,2,0
713,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0
714,0,2,0,0,1,1,0,1,0,0,2,0,1,2,0
715,0,2,0,0,0,1,0,1,0,2,0,0,0,2,1
716,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
717,0,0,2,2,0,1,2,0,0,2,0,2,1,0,0
718,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
719,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
720,0,0,1,0,0,2,1,0,0,0,1,0,2,0,0
721,0,0,0,0,0,0,2,1,1,2,0,1,0,2,1
722,0,0,0,0,1,0,2,0,0,1,0,0,0,2,1
723,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
724,0,1,0,0,1,1,0,0,0,2,1,0,0,2,1
725,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
726,0,2,2,1,0,2,0,2,0,0,0,0,1,2,0
727,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
728,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1
729,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
730,2,0,0,0,0,2,0,0,0,1,0,0,1,2,1
731,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0
732,0,1,1,0,1,1,0,0,1,0,0,0,1,2,1
733,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0
734,0,0,0,1,0,0,1,0,1,1,0,2,0,2,1
735,2,1,0,0,0,1,0,1,2,0,2,0,0,0,0
736,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
738,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1
739,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0
740,1,0,1,0,0,0,0,1,2,2,0,0,1,0,0
741,0,0,1,2,0,0,1,0,2,0,0,2,0,2,1
742,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0
743,0,0,1,2,0,1,0,2,0,2,0,2,1,0,0
744,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
745,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
746,0,0,0,2,1,2,0,0,2,0,0,2,0,0,1
747,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
748,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1
749,0,0,0,2,0,1,0,2,0,0,0,2,1,2,0
750,0,2,0,0,1,0,0,1,0,2,2,2,1,0,0
751,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
752,0,0,0,2,1,0,0,1,1,2,0,2,0,0,1
753,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0
754,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1
755,0,0,0,1,1,1,0,0,2,0,0,1,0,2,0
756,0,0,0,0,0,0,0,0,2,0,2,1,0,2,1
757,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0
758,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
759,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
760,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0
761,0,1,0,0,0,2,0,1,0,0,1,0,2,2,0
762,0,1,0,2,1,0,0,1,0,0,0,2,0,0,0
763,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2
764,0,0,1,2,0,0,1,2,2,0,0,2,0,0,0
765,0,0,0,0,0,2,1,1,1,2,0,0,0,2,0
766,0,1,1,2,0,1,0,2,2,0,2,0,0,2,0
767,0,1,0,0,1,1,0,0,0,2,0,0,0,2,0
768,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
769,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
770,0,0,1,2,0,0,1,2,0,0,0,1,1,2,0
771,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
772,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0
773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0
775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,1,1,1,0,0,2,0,2,1,0,0
777,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
778,0,0,1,0,1,1,0,0,2,0,0,1,0,2,0
779,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0
780,0,0,1,2,0,1,2,0,1,0,0,1,1,2,2
781,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1
782,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1
783,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0
784,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
785,0,0,0,0,2,0,2,0,2,0,1,1,2,2,2
786,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0
787,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
788,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
789,0,0,0,0,1,1,0,1,2,0,0,0,0,2,1
790,0,0,0,0,0,2,0,2,0,2,0,0,1,2,0
791,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0
793,0,1,0,0,0,1,0,2,0,0,0,0,2,2,0
794,0,0,1,2,0,1,0,2,1,2,0,2,2,0,1
795,2,1,2,0,1,1,0,0,0,0,0,0,0,2,1
796,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0
797,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
798,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
799,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0
800,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0
801,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0
802,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
803,0,1,0,0,1,1,0,2,0,1,0,0,1,0,0
804,0,0,0,2,0,0,1,2,0,0,0,2,0,0,1
805,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1
806,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0
807,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1
808,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0
809,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
810,2,0,2,0,0,2,0,0,2,1,0,0,0,2,1
811,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0
812,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0
813,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2
814,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
815,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
816,0,0,1,0,2,0,2,1,0,0,0,0,2,0,0
817,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1
818,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
819,0,0,1,2,0,0,2,2,1,0,0,0,1,2,1
820,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
821,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0
822,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
823,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
824,0,0,0,1,0,0,1,0,2,0,0,2,0,2,0
825,0,0,0,0,0,2,1,2,0,0,0,0,1,2,0
826,0,0,1,0,0,1,0,0,0,1,0,1,0,2,2
827,0,2,0,0,1,1,0,0,0,2,0,0,1,2,0
828,0,2,0,0,0,0,0,2,2,2,0,2,0,0,1
829,0,1,1,0,0,1,0,0,0,1,2,0,0,0,2
830,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1
831,0,0,0,2,1,2,0,0,0,0,0,0,0,2,0
832,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
833,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
834,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0
835,0,1,0,0,1,2,0,1,0,0,0,0,0,2,0
836,2,1,0,0,0,1,1,1,2,0,1,0,1,2,0
837,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0
838,0,0,0,0,2,0,0,0,0,2,0,2,1,0,2
839,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0
840,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0
841,0,0,1,0,1,0,0,0,1,2,0,0,1,2,2
842,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0
843,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0
844,0,2,0,0,0,0,1,1,0,0,2,1,0,2,1
845,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0
846,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
847,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
848,0,2,1,0,0,0,1,1,0,0,0,0,1,2,1
849,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
850,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
851,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1
852,0,0,0,2,0,0,0,1,2,2,0,2,2,0,2
853,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
854,0,0,0,1,1,0,0,0,2,0,0,2,0,2,0
855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
856,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0
857,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0
858,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1
859,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
861,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0
862,0,0,0,0,0,0,2,0,0,2,0,0,2,2,1
863,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1
864,0,0,0,2,0,0,1,0,2,0,2,1,0,2,0
865,0,1,2,0,0,1,0,2,0,0,0,0,1,2,0
866,0,0,0,0,2,0,1,2,0,2,0,0,1,0,0
867,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0
868,0,0,0,0,0,2,0,0,2,2,1,0,2,2,0
869,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
870,0,1,2,0,0,1,0,0,2,0,0,0,0,2,1
